idhh	idperson	idorighh	idorigperson	idpartner	idmother	idfather	dct	drgn1	drgn2	dwt	drgur	dag	dgn	dms	dec	deh	dey	les	yem	yse	dra	yiy	ypt	yprrt	poa	bot_s	bfa02_s	bdioa_s	bchmt_s	bun_s	tin_s	tscee_s	tscse_s	tscot_s	tscer_s	ils_dispy	ils_origy	ils_earns	ils_benmt	ils_bennt	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicdy	ils_sicer	ils_sicee	ils_sicse	ils_pen	ils_b1_bun	ils_b2_bfaed	ils_b2_bsaho	ils_b2_penhl	sid_h
123	12302	0	0	12301	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
123	12303	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
123	12304	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
123	12305	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
123	12306	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
123	12307	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
124	12401	0	0	12402	12403	12404	0	0	0	1	0	37	1	2	0	2	0	3	1220	0	0	0	0	0	0	0	0	0	112,94	0	0	91,62	0	0	244	1241,32	1220	1220	112,94	0	112,94	112,94	0	0	335,62	244	91,62	0	0	0	112,94	0	0	1613066279
124	12402	0	0	12401	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
124	12403	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
124	12404	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
124	12405	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
124	12406	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
124	12407	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
125	12501	0	0	12502	12503	12504	0	0	0	1	0	37	1	2	0	2	0	3	1230	0	0	0	0	0	0	0	0	0	112,94	0	0	92,52	0	0	246	1250,42	1230	1230	112,94	0	112,94	112,94	0	0	338,52	246	92,52	0	0	0	112,94	0	0	1613066279
125	12502	0	0	12501	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
125	12503	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
125	12504	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
125	12505	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
125	12506	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
125	12507	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
126	12601	0	0	12602	12603	12604	0	0	0	1	0	37	1	2	0	2	0	3	1240	0	0	0	0	0	0	0	0	0	112,94	0	0	93,42	0	0	248	1259,52	1240	1240	112,94	0	112,94	112,94	0	0	341,42	248	93,42	0	0	0	112,94	0	0	1613066279
126	12602	0	0	12601	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
126	12603	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
126	12604	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
126	12605	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
126	12606	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
126	12607	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
127	12701	0	0	12702	12703	12704	0	0	0	1	0	37	1	2	0	2	0	3	1250	0	0	0	0	0	0	0	0	0	112,94	0	0	94,32	0	0	250	1268,62	1250	1250	112,94	0	112,94	112,94	0	0	344,32	250	94,32	0	0	0	112,94	0	0	1613066279
127	12702	0	0	12701	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
127	12703	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
127	12704	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
127	12705	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
127	12706	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
127	12707	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
128	12801	0	0	12802	12803	12804	0	0	0	1	0	37	1	2	0	2	0	3	1260	0	0	0	0	0	0	0	0	0	112,94	0	0	95,22	0	0	252	1277,72	1260	1260	112,94	0	112,94	112,94	0	0	347,22	252	95,22	0	0	0	112,94	0	0	1613066279
128	12802	0	0	12801	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
128	12803	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
128	12804	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
128	12805	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
128	12806	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
128	12807	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
129	12901	0	0	12902	12903	12904	0	0	0	1	0	37	1	2	0	2	0	3	1270	0	0	0	0	0	0	0	0	0	112,94	0	0	96,12	0	0	254	1286,82	1270	1270	112,94	0	112,94	112,94	0	0	350,12	254	96,12	0	0	0	112,94	0	0	1613066279
129	12902	0	0	12901	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
129	12903	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
129	12904	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
129	12905	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
129	12906	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
129	12907	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
130	13001	0	0	13002	13003	13004	0	0	0	1	0	37	1	2	0	2	0	3	1280	0	0	0	0	0	0	0	0	0	112,94	0	0	97,02	0	0	256	1295,92	1280	1280	112,94	0	112,94	112,94	0	0	353,02	256	97,02	0	0	0	112,94	0	0	1613066279
130	13002	0	0	13001	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
130	13003	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
130	13004	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
130	13005	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
130	13006	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
130	13007	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
131	13101	0	0	13102	13103	13104	0	0	0	1	0	37	1	2	0	2	0	3	1290	0	0	0	0	0	0	0	0	0	112,94	0	0	97,92	0	0	258	1305,02	1290	1290	112,94	0	112,94	112,94	0	0	355,92	258	97,92	0	0	0	112,94	0	0	1613066279
131	13102	0	0	13101	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
131	13103	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
131	13104	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
131	13105	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
131	13106	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
131	13107	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
132	13201	0	0	13202	13203	13204	0	0	0	1	0	37	1	2	0	2	0	3	1300	0	0	0	0	0	0	0	0	0	112,94	0	0	98,82	0	0	260	1314,12	1300	1300	112,94	0	112,94	112,94	0	0	358,82	260	98,82	0	0	0	112,94	0	0	1613066279
132	13202	0	0	13201	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
132	13203	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
132	13204	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
132	13205	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
132	13206	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
132	13207	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
133	13301	0	0	13302	13303	13304	0	0	0	1	0	37	1	2	0	2	0	3	1310	0	0	0	0	0	0	0	0	0	112,94	0	0	99,72	0	0	262	1323,22	1310	1310	112,94	0	112,94	112,94	0	0	361,72	262	99,72	0	0	0	112,94	0	0	1613066279
133	13302	0	0	13301	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
133	13303	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
133	13304	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
133	13305	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
133	13306	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
133	13307	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
134	13401	0	0	13402	13403	13404	0	0	0	1	0	37	1	2	0	2	0	3	1320	0	0	0	0	0	0	0	0	0	112,94	0	0	100,62	0	0	264	1332,32	1320	1320	112,94	0	112,94	112,94	0	0	364,62	264	100,62	0	0	0	112,94	0	0	1613066279
134	13402	0	0	13401	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
134	13403	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
134	13404	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
134	13405	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
134	13406	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
134	13407	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
135	13501	0	0	13502	13503	13504	0	0	0	1	0	37	1	2	0	2	0	3	1330	0	0	0	0	0	0	0	0	0	112,94	0	0	101,52	0	0	266	1341,42	1330	1330	112,94	0	112,94	112,94	0	0	367,52	266	101,52	0	0	0	112,94	0	0	1613066279
135	13502	0	0	13501	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
135	13503	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
135	13504	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
135	13505	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
135	13506	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
135	13507	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
136	13601	0	0	13602	13603	13604	0	0	0	1	0	37	1	2	0	2	0	3	1340	0	0	0	0	0	0	0	0	0	112,94	0	0	102,42	0	0	268	1350,52	1340	1340	112,94	0	112,94	112,94	0	0	370,42	268	102,42	0	0	0	112,94	0	0	1613066279
136	13602	0	0	13601	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
136	13603	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
136	13604	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
136	13605	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
136	13606	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
136	13607	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
137	13701	0	0	13702	13703	13704	0	0	0	1	0	37	1	2	0	2	0	3	1350	0	0	0	0	0	0	0	0	0	112,94	0	0	103,32	0	0	270	1359,62	1350	1350	112,94	0	112,94	112,94	0	0	373,32	270	103,32	0	0	0	112,94	0	0	1613066279
137	13702	0	0	13701	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
137	13703	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
137	13704	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
137	13705	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
137	13706	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
137	13707	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
138	13801	0	0	13802	13803	13804	0	0	0	1	0	37	1	2	0	2	0	3	1360	0	0	0	0	0	0	0	0	0	112,94	0	0	104,22	0	0	272	1368,72	1360	1360	112,94	0	112,94	112,94	0	0	376,22	272	104,22	0	0	0	112,94	0	0	1613066279
138	13802	0	0	13801	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
138	13803	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
138	13804	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
138	13805	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
138	13806	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
138	13807	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
139	13901	0	0	13902	13903	13904	0	0	0	1	0	37	1	2	0	2	0	3	1370	0	0	0	0	0	0	0	0	0	112,94	0	0	105,12	0	0	274	1377,82	1370	1370	112,94	0	112,94	112,94	0	0	379,12	274	105,12	0	0	0	112,94	0	0	1613066279
139	13902	0	0	13901	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
139	13903	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	1302	0	0	1302	0	1302	1302	0	0	0	0	0	0	0	0	0	0	1302	1613066279
