idhh	idperson	idorighh	idorigperson	idpartner	idmother	idfather	dct	drgn1	drgn2	dwt	drgur	dag	dgn	dms	dec	deh	dey	les	yem	yse	dra	yiy	ypt	yprrt	poa	bot_s	bfa01_s	bfa02_s	bdioa_s	bchmt_s	bun_s	tin_s	tscee_s	tscse_s	tscot_s	tscer_s	ils_dispy	ils_origy	ils_earns	ils_benmt	ils_bennt	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicdy	ils_sicer	ils_sicee	ils_sicse	ils_pen	ils_b1_bun	ils_b2_bfaed	ils_b2_bsaho	ils_b2_penhl	sid_h
60	6004	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
60	6005	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
60	6006	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
60	6007	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
61	6101	0	0	6102	6103	6104	0	0	0	1	0	37	1	2	0	2	0	3	600	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	740,04	600	600	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
61	6102	0	0	6101	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
61	6103	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
61	6104	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
61	6105	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
61	6106	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
61	6107	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
62	6201	0	0	6202	6203	6204	0	0	0	1	0	37	1	2	0	2	0	3	610	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	750,04	610	610	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
62	6202	0	0	6201	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
62	6203	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
62	6204	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
62	6205	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
62	6206	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
62	6207	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
63	6301	0	0	6302	6303	6304	0	0	0	1	0	37	1	2	0	2	0	3	620	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	760,04	620	620	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
63	6302	0	0	6301	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
63	6303	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
63	6304	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
63	6305	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
63	6306	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
63	6307	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
64	6401	0	0	6402	6403	6404	0	0	0	1	0	37	1	2	0	2	0	3	630	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	770,04	630	630	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
64	6402	0	0	6401	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
64	6403	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
64	6404	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
64	6405	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
64	6406	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
64	6407	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
65	6501	0	0	6502	6503	6504	0	0	0	1	0	37	1	2	0	2	0	3	640	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	780,04	640	640	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
65	6502	0	0	6501	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
65	6503	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
65	6504	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
65	6505	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
65	6506	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
65	6507	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
66	6601	0	0	6602	6603	6604	0	0	0	1	0	37	1	2	0	2	0	3	650	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	790,04	650	650	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
66	6602	0	0	6601	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
66	6603	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
66	6604	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
66	6605	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
66	6606	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
66	6607	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
67	6701	0	0	6702	6703	6704	0	0	0	1	0	37	1	2	0	2	0	3	660	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	800,04	660	660	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
67	6702	0	0	6701	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
67	6703	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
67	6704	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
67	6705	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
67	6706	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
67	6707	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
68	6801	0	0	6802	6803	6804	0	0	0	1	0	37	1	2	0	2	0	3	670	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	810,04	670	670	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
68	6802	0	0	6801	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
68	6803	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
68	6804	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
68	6805	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
68	6806	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
68	6807	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
69	6901	0	0	6902	6903	6904	0	0	0	1	0	37	1	2	0	2	0	3	680	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	820,04	680	680	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
69	6902	0	0	6901	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
69	6903	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
69	6904	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
69	6905	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
69	6906	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
69	6907	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
70	7001	0	0	7002	7003	7004	0	0	0	1	0	37	1	2	0	2	0	3	690	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	830,04	690	690	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
70	7002	0	0	7001	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
70	7003	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
70	7004	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
70	7005	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
70	7006	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
70	7007	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
71	7101	0	0	7102	7103	7104	0	0	0	1	0	37	1	2	0	2	0	3	700	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	840,04	700	700	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
71	7102	0	0	7101	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
71	7103	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
71	7104	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
71	7105	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
71	7106	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
71	7107	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
72	7201	0	0	7202	7203	7204	0	0	0	1	0	37	1	2	0	2	0	3	710	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	850,04	710	710	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
72	7202	0	0	7201	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
72	7203	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
72	7204	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
72	7205	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
72	7206	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
72	7207	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
73	7301	0	0	7302	7303	7304	0	0	0	1	0	37	1	2	0	2	0	3	720	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	860,04	720	720	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
73	7302	0	0	7301	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
73	7303	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
73	7304	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
73	7305	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
73	7306	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
73	7307	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
74	7401	0	0	7402	7403	7404	0	0	0	1	0	37	1	2	0	2	0	3	730	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	870,04	730	730	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
74	7402	0	0	7401	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
74	7403	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
74	7404	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
74	7405	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
74	7406	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
74	7407	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
75	7501	0	0	7502	7503	7504	0	0	0	1	0	37	1	2	0	2	0	3	740	0	0	0	0	0	0	37,5	0	0	0	102,54	0	0	0	0	0	0	880,04	740	740	140,04	0	140,04	140,04	0	0	0	0	0	0	0	0	102,54	37,5	0	1613066279
75	7502	0	0	7501	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	37,5	0	0	0	0	0	0	0	0	0	0	37,5	0	0	37,5	0	37,5	37,5	0	0	0	0	0	0	0	0	0	37,5	0	1613066279
75	7503	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
75	7504	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	37,5	0	0	1100	0	0	0	0	0	0	0	1137,5	0	0	1137,5	0	1137,5	1137,5	0	0	0	0	0	0	0	0	0	37,5	1100	1613066279
75	7505	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
75	7506	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
75	7507	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
